after_id,before_id,frame_timestamp,game_id,gold_gain,participant_id,timestamp,type
3916.0,0.0,2220750,7587315552,-560.0,3.0,2171950,ITEM_UNDO
0.0,1036.0,240047,7587207804,350.0,4.0,213762,ITEM_UNDO
0.0,2021.0,480154,7587207804,400.0,6.0,443644,ITEM_UNDO
0.0,1028.0,720243,7587207804,400.0,8.0,672364,ITEM_UNDO
0.0,1037.0,900281,7587207804,875.0,2.0,894498,ITEM_UNDO
0.0,3133.0,900281,7587207804,1050.0,2.0,894865,ITEM_UNDO
0.0,2003.0,60028,7587382404,50.0,8.0,3716,ITEM_UNDO
0.0,2003.0,60028,7587382404,50.0,8.0,3849,ITEM_UNDO
0.0,3070.0,60028,7587382404,400.0,8.0,3983,ITEM_UNDO
0.0,2003.0,60028,7587382404,50.0,2.0,27497,ITEM_UNDO
0.0,1102.0,60028,7587382404,450.0,2.0,27964,ITEM_UNDO
0.0,1028.0,960290,7587382404,400.0,2.0,917039,ITEM_UNDO
0.0,1029.0,1020296,7587382404,300.0,6.0,967817,ITEM_UNDO
0.0,2022.0,1320393,7587382404,250.0,6.0,1274242,ITEM_UNDO
0.0,1036.0,1320393,7587382404,350.0,6.0,1274409,ITEM_UNDO
1055.0,0.0,1500453,7587382404,-180.0,6.0,1500019,ITEM_UNDO
0.0,2055.0,1620482,7587382404,75.0,2.0,1594870,ITEM_UNDO
0.0,6333.0,1620482,7587382404,2950.0,2.0,1595738,ITEM_UNDO
0.0,2003.0,60018,7586285899,50.0,1.0,10517,ITEM_UNDO
0.0,1054.0,60018,7586285899,450.0,1.0,10651,ITEM_UNDO
0.0,2003.0,60018,7586285899,50.0,2.0,14692,ITEM_UNDO
3340.0,0.0,60018,7586285899,0.0,2.0,14826,ITEM_UNDO
0.0,1101.0,60018,7586285899,450.0,2.0,14959,ITEM_UNDO
0.0,2003.0,240169,7586285899,50.0,5.0,222701,ITEM_UNDO
2010.0,0.0,540275,7586285899,-5.0,4.0,488541,ITEM_UNDO
2031.0,0.0,540275,7586285899,-60.0,4.0,488674,ITEM_UNDO
0.0,3145.0,540275,7586285899,700.0,8.0,491179,ITEM_UNDO
0.0,1083.0,60009,7585806818,450.0,6.0,5927,ITEM_UNDO
0.0,2055.0,480127,7585806818,75.0,9.0,466619,ITEM_UNDO
0.0,2055.0,480127,7585806818,75.0,9.0,466719,ITEM_UNDO
0.0,1036.0,1080367,7585806818,350.0,7.0,1051124,ITEM_UNDO
0.0,3181.0,1380449,7585806818,975.0,6.0,1370960,ITEM_UNDO
1055.0,0.0,1920595,7585806818,-180.0,9.0,1884984,ITEM_UNDO
0.0,1057.0,1980602,7585806818,850.0,4.0,1952399,ITEM_UNDO
0.0,1043.0,1980602,7585806818,700.0,4.0,1952533,ITEM_UNDO
0.0,1053.0,2100647,7585806818,550.0,4.0,2062150,ITEM_UNDO
0.0,2504.0,2100647,7585806818,2050.0,1.0,2079691,ITEM_UNDO
1056.0,0.0,2100647,7585806818,-160.0,1.0,2079858,ITEM_UNDO
